,words,counts
2667,camilleos,2.0
2668,camper,2.0
2669,cancelledflight,2.0
2670,candle,2.0
2671,cape,2.0
2672,capgeminiukpr,2.0
2673,capt,2.0
2674,cardiff,2.0
2675,carmel,2.0
2676,carmen,2.0
2677,carter,2.0
2678,casegpw,2.0
2679,casemai,2.0
2680,cash,2.0
2681,category,2.0
2682,cavs,2.0
2683,caw,2.0
2684,celebrated,2.0
2685,celebrates,2.0
2686,celsius,2.0
2687,certificate,2.0
2688,chandon,2.0
2689,changecatalysts,2.0
2690,charging,2.0
2691,chariot,2.0
2692,charles,2.0
2693,charlie,2.0
2694,charming,2.0
2695,chart,2.0
2696,charter,2.0
2697,chasesupport,2.0
2698,chattel,2.0
2699,chauffeur,2.0
2700,cherry,2.0
2701,chhay,2.0
2702,chi,2.0
2703,chiarello,2.0
2704,childhood,2.0
2705,chilling,2.0
2706,chin,2.0
2707,christine,2.0
2708,chs,2.0
2709,ci,2.0
2710,ciao,2.0
2711,cioonline,2.0
2712,cisco,2.0
2713,ciscopride,2.0
2714,cityoflasvegas,2.0
2715,cityofsanmateo,2.0
2716,cityofssf,2.0
2717,civic,2.0
2718,civilize,2.0
2719,civilrights,2.0
2720,clarity,2.0
2721,clause,2.0
2722,clerk,2.0
2723,clever,2.0
2724,clgoodman,2.0
2725,climatechange,2.0
2726,clint,2.0
2727,clinton,2.0
2728,clown,2.0
2729,clusterfuck,2.0
2730,cm,2.0
2731,cnewsfeedus,2.0
2732,cnnbrk,2.0
2733,coach,2.0
2734,coastal,2.0
2735,coda,2.0
2736,codejam,2.0
2737,coherent,2.0
2738,coincidence,2.0
2739,coincidentally,2.0
2740,collective,2.0
2741,collide,2.0
2742,collins,2.0
2743,comical,2.0
2744,commuter,2.0
2745,compete,2.0
2746,completes,2.0
2747,complex,2.0
2748,compliant,2.0
2749,conciergekey,2.0
2750,conditioner,2.0
2751,conductivity,2.0
2752,confiscate,2.0
2753,conflict,2.0
2754,conflicting,2.0
2755,confused,2.0
2756,confusion,2.0
2757,congress,2.0
2758,conservative,2.0
2759,considerate,2.0
2760,consistently,2.0
2761,consult,2.0
2762,consultantlife,2.0
2763,contractor,2.0
2764,convenience,2.0
2765,conviction,2.0
2766,convinced,2.0
2767,cookie,2.0
2768,cooky,2.0
2769,copilot,2.0
2770,core,2.0
2771,correction,2.0
2772,corruption,2.0
2773,costumer,2.0
2774,couch,2.0
2775,council,2.0
2776,countdown,2.0
2777,courage,2.0
2778,cow,2.0
2779,coyote,2.0
2780,craftbeer,2.0
2781,crave,2.0
2782,craving,2.0
2783,cray,2.0
2784,creepy,2.0
2785,crucial,2.0
2786,crush,2.0
2787,csairglobal,2.0
2788,csnyofficial,2.0
2789,csr,2.0
2790,cue,2.0
2791,cuff,2.0
2792,culture,2.0
2793,curation,2.0
2794,cust,2.0
2795,custodian,2.0
2796,customerexperience,2.0
2797,customersborder,2.0
2798,customerservicefail,2.0
2799,cuteness,2.0
2800,cutest,2.0
2801,cutoff,2.0
2802,cvg,2.0
2803,cvgnext,2.0
2804,dangerous,2.0
2805,danielle,2.0
2806,davewallsworth,2.0
2807,dealys,2.0
2808,debacle,2.0
2809,deboarded,2.0
2810,debut,2.0
2811,dee,2.0
2812,deeply,2.0
2813,default,2.0
2814,defcon,2.0
2815,defense,2.0
2816,defer,2.0
2817,dejavu,2.0
2818,deleteuracct,2.0
2819,delhi,2.0
2820,delusional,2.0
2821,demoro,2.0
2822,denis,2.0
2823,dennisherrera,2.0
2824,depend,2.0
2825,depends,2.0
2826,deplete,2.0
2827,deprivation,2.0
2828,deputy,2.0
2829,description,2.0
2830,deserves,2.0
2831,dessert,2.0
2832,destiny,2.0
2833,dhcp,2.0
2834,dictator,2.0
2835,differently,2.0
2836,digitalnomad,2.0
2837,diner,2.0
2838,dirty,2.0
2839,disappointment,2.0
2840,disastrous,2.0
2841,discontinue,2.0
2842,discrepancy,2.0
2843,discrimination,2.0
2844,dismantle,2.0
2845,disney,2.0
2846,disrespectful,2.0
2847,disruption,2.0
2848,dissent,2.0
2849,district,2.0
2850,division,2.0
2851,dobetter,2.0
2852,doctor,2.0
2853,dogfather,2.0
2854,doha,2.0
2855,dominate,2.0
2856,dongle,2.0
2857,donnelly,2.0
2858,donut,2.0
2859,doom,2.0
2860,doorway,2.0
2861,doot,2.0
2862,dotherightthing,2.0
2863,dreamliners,2.0
2864,drone,2.0
2865,dropoffs,2.0
2866,drown,2.0
2867,drunk,2.0
2868,drunken,2.0
2869,dub,2.0
2870,dubaiairports,2.0
2871,duck,2.0
2872,dufl,2.0
2873,duh,2.0
2874,dunk,2.0
2875,dunno,2.0
2876,duration,2.0
2877,dusairport,2.0
2878,dutch,2.0
2879,dyk,2.0
2880,dykeman,2.0
2881,dynamic,2.0
2882,dyson,2.0
2883,earthday,2.0
2884,earwaxxxtravels,2.0
2885,eastcoast,2.0
2886,eastwood,2.0
2887,eater,2.0
2888,eatery,2.0
2889,echo,2.0
2890,ecologicalf,2.0
2891,econ,2.0
2892,edinburgh,2.0
2893,edsurgefusion,2.0
2894,edwinlindo,2.0
2895,efficiently,2.0
2896,egg,2.0
2897,electronic,2.0
2898,embarrass,2.0
2899,emerges,2.0
2900,emission,2.0
2901,emp,2.0
2902,employ,2.0
2903,employer,2.0
2904,emylene,2.0
2905,enable,2.0
2906,energize,2.0
2907,energizer,2.0
2908,engineer,2.0
2909,engineering,2.0
2910,enters,2.0
2911,entertain,2.0
2912,enthusiast,2.0
2913,entity,2.0
2914,entrepreneur,2.0
2915,environment,2.0
2916,environmentalist,2.0
2917,eppley,2.0
2918,equivalent,2.0
2919,er,2.0
2920,ernesthemingway,2.0
2921,erupt,2.0
2922,eship,2.0
2923,eshipsummit,2.0
2924,essential,2.0
2925,est,2.0
2926,esta,2.0
2927,eternity,2.0
2928,eugene,2.0
2929,ev,2.0
2930,evaair,2.0
2931,everett,2.0
2932,evolution,2.0
2933,exceptional,2.0
2934,execute,2.0
2935,exhausted,2.0
2936,expansive,2.0
2937,expectation,2.0
2938,expense,2.0
2939,experiment,2.0
2940,exploratorium,2.0
2941,exterior,2.0
2942,fa,2.0
2943,facet,2.0
2944,facism,2.0
2945,fahrenheit,2.0
2946,fairy,2.0
2947,falcon,2.0
2948,familiar,2.0
2949,fancy,2.0
2950,fanfic,2.0
2951,faresale,2.0
2952,fascinating,2.0
2953,fashionably,2.0
2954,fastrak,2.0
2955,fat,2.0
2956,fatigue,2.0
2957,faux,2.0
2958,fearless,2.0
2959,feasibility,2.0
2960,fentressarch,2.0
2961,ferry,2.0
2962,festive,2.0
2963,fiasco,2.0
2964,fiction,2.0
2965,fiesta,2.0
2966,fighter,2.0
2967,filing,2.0
2968,filipino,2.0
2969,filth,2.0
2970,finder,2.0
2971,finna,2.0
2972,fionama,2.0
2973,firewood,2.0
2974,fitness,2.0
2975,fizz,2.0
2976,flaring,2.0
2977,flat,2.0
2978,flavor,2.0
2979,flex,2.0
2980,flightdelay,2.0
2981,flown,2.0
2982,flr,2.0
2983,flyasiana,2.0
2984,flybe,2.0
2985,flyertalk,2.0
2986,flyhsv,2.0
2987,flying,2.0
2988,flyinghttps,2.0
2989,flylaxairporthttps,2.0
2990,flymemphis,2.0
2991,flyrst,2.0
2992,flysjchttps,2.0
2993,flyvail,2.0
2994,followfriday,2.0
2995,following,2.0
2996,footage,2.0
2997,footwear,2.0
2998,ford,2.0
2999,fordgobike,2.0
3000,foreseeable,2.0
3001,forewarn,2.0
3002,formal,2.0
3003,fortunately,2.0
3004,founder,2.0
3005,foundercon,2.0
3006,fpanorcal,2.0
3007,fraiche,2.0
3008,franciscan,2.0
3009,frank,2.0
3010,freakin,2.0
3011,freaking,2.0
3012,fred,2.0
3013,freeway,2.0
3014,freewifi,2.0
3015,freezing,2.0
3016,freighter,2.0
3017,fremont,2.0
3018,frequency,2.0
3019,friggin,2.0
3020,fruit,2.0
3021,fueler,2.0
3022,function,2.0
3023,funness,2.0
3024,fwd,2.0
3025,ga,2.0
3026,gaffer,2.0
3027,galore,2.0
3028,gameofthrones,2.0
3029,garbage,2.0
3030,gardei,2.0
3031,garnett,2.0
3032,gastrognome,2.0
3033,gastropub,2.0
3034,gaytravel,2.0
3035,gbxglobal,2.0
3036,gdansk,2.0
3037,geek,2.0
3038,gel,2.0
3039,gem,2.0
3040,generally,2.0
3041,generate,2.0
3042,george,2.0
3043,getaway,2.0
3044,getmehome,2.0
3045,getyourshittogether,2.0
3046,giggle,2.0
3047,glamorous,2.0
3048,gloomy,2.0
3049,glow,2.0
3050,gm,2.0
3051,goat,2.0
3052,godspeed,2.0
3053,gohawks,2.0
3054,googlemaps,2.0
3055,goosebump,2.0
3056,gop,2.0
3057,gordonkeith,2.0
3058,gormel,2.0
3059,gostanford,2.0
3060,gotcha,2.0
3061,gotten,2.0
3062,gouge,2.0
3063,gps,2.0
3064,gracious,2.0
3065,graduation,2.0
3066,graniterockco,2.0
3067,gratitude,2.0
3068,greencard,2.0
3069,greener,2.0
3070,gretachristina,2.0
3071,growing,2.0
3072,growthmarketingconf,2.0
3073,gtfo,2.0
3074,guardian,2.0
3075,guardiancon,2.0
3076,guava,2.0
3077,guilty,2.0
3078,gun,2.0
3079,gunfire,2.0
3080,gurusingh,2.0
3081,guyinredhoodiehaslanded,2.0
3082,habit,2.0
3083,hahahahaha,2.0
3084,hamburger,2.0
3085,hamper,2.0
3086,handicap,2.0
3087,handsociety,2.0
3088,hank,2.0
3089,happens,2.0
3090,hashtag,2.0
3091,havent,2.0
3092,hayes,2.0
3093,hayward,2.0
3094,headphone,2.0
3095,headset,2.0
3096,headwind,2.0
3097,healthtech,2.0
3098,hearten,2.0
3099,heel,2.0
3100,heh,2.0
3101,height,2.0
3102,heighten,2.0
3103,heineken,2.0
3104,hemigram,2.0
3105,hemingway,2.0
3106,herb,2.0
3107,hercrentalsinc,2.0
3108,heritage,2.0
3109,heroic,2.0
3110,heya,2.0
3111,hiltonhotels,2.0
3112,hinder,2.0
3113,hip,2.0
3114,historically,2.0
3115,hitter,2.0
3116,holland,2.0
3117,homelandsecurity,2.0
3118,homesweethome,2.0
3119,homie,2.0
3120,honesty,2.0
3121,honeymoon,2.0
3122,hoodie,2.0
3123,hook,2.0
3124,hoping,2.0
3125,hopmonkseb,2.0
3126,hopping,2.0
3127,horn,2.0
3128,horrendous,2.0
3129,horror,2.0
3130,hose,2.0
3131,hospital,2.0
3132,hoteltonight,2.0
3133,hover,2.0
3134,howtoworkaroom,2.0
3135,hrcnationaldinner,2.0
3136,huddle,2.0
3137,humiliate,2.0
3138,hummus,2.0
3139,humor,2.0
3140,hunger,2.0
3141,hunt,2.0
3142,hydrant,2.0
3143,hype,2.0
3144,ian,2.0
3145,ibjnews,2.0
3146,ibmconnect,2.0
3147,iced,2.0
3148,ico,2.0
3149,icsf,2.0
3150,identify,2.0
3151,idle,2.0
3152,iflyairnz,2.0
3153,iflyalaska,2.0
3154,iflychs,2.0
3155,ils,2.0
3156,importance,2.0
3157,importantly,2.0
3158,inadequate,2.0
3159,inconsistency,2.0
3160,indefinitely,2.0
3161,independence,2.0
3162,indie,2.0
3163,indivisibleberk,2.0
3164,indoors,2.0
3165,inexcusable,2.0
3166,influencers,2.0
3167,injured,2.0
3168,innocent,2.0
3169,input,2.0
3170,insightful,2.0
3171,insist,2.0
3172,inspection,2.0
3173,inspiring,2.0
3174,instagrammer,2.0
3175,instatravel,2.0
3176,intense,2.0
3177,interested,2.0
3178,interestingly,2.0
3179,internat,2.0
3180,internationally,2.0
3181,interrupt,2.0
3182,invitation,2.0
3183,io,2.0
3184,iphonex,2.0
3185,iron,2.0
3186,ironic,2.0
3187,isin,2.0
3188,isle,2.0
3189,istanbul,2.0
3190,iv,2.0
3191,jack,2.0
3192,jackbchamp,2.0
3193,jackson,2.0
3194,jake,2.0
3195,jamesjetsoften,2.0
3196,janetechelman,2.0
3197,janitor,2.0
3198,japangov,2.0
3199,jaxairport,2.0
3200,jazzercise,2.0
3201,jean,2.0
3202,jerk,2.0
3203,jesslivmo,2.0
3204,jim,2.0
3205,jimi,2.0
3206,jjgilz,2.0
3207,johnny,2.0
3208,johnson,2.0
3209,johnston,2.0
3210,johntdrake,2.0
3211,joining,2.0
3212,jonk,2.0
3213,joshuatatro,2.0
3214,jotadventures,2.0
3215,jp,2.0
3216,judiciary,2.0
3217,juju,2.0
3218,julian,2.0
3219,julie,2.0
3220,jumbo,2.0
3221,jumping,2.0
3222,junior,2.0
3223,jägel,2.0
3224,kalitta,2.0
3225,kalittaair,2.0
3226,karen,2.0
3227,kashmir,2.0
3228,kcbstraffic,2.0
3229,kef,2.0
3230,kennedy,2.0
3231,kept,2.0
3232,kevinmullin,2.0
3233,kickoff,2.0
3234,killin,2.0
3235,kindafunnyvids,2.0
3236,kindness,2.0
3237,kingofdaburbz,2.0
3238,kinkhao,2.0
3239,kirsten,2.0
3240,kit,2.0
3241,kitten,2.0
3242,kktreseder,2.0
3243,klein,2.0
3244,korean,2.0
3245,krennic,2.0
3246,kuala,2.0
3247,kubecon,2.0
3248,kundalini,2.0
3249,kylie,2.0
3250,ladies,2.0
3251,landofthefree,2.0
3252,lapse,2.0
3253,lark,2.0
3254,larkcreekgrill,2.0
3255,larry,2.0
3256,lasvegas,2.0
3257,lateral,2.0
3258,lazy,2.0
3259,lbairport,2.0
3260,ldnlutonairport,2.0
3261,leadershiplesson,2.0
3262,leed,2.0
3263,legroom,2.0
3264,letherebeflight,2.0
3265,letthe,2.0
3266,letthemgo,2.0
3267,levi,2.0
3268,lgbtq,2.0
3269,liamstack,2.0
3270,libya,2.0
3271,lieutenant,2.0
3272,lifegoals,2.0
3273,lifesaver,2.0
3274,lighten,2.0
3275,lil,2.0
3276,lilouthepig,2.0
3277,limon,2.0
3278,lindsaystrouse,2.0
3279,lip,2.0
3280,lipstick,2.0
3281,lit,2.0
3282,littlethings,2.0
3283,livestream,2.0
3284,loadsheding,2.0
3285,locally,2.0
3286,loganairports,2.0
3287,logical,2.0
3288,lola,2.0
3289,londonheathrow,2.0
3290,lonely,2.0
3291,longflight,2.0
3292,looooong,2.0
3293,lori,2.0
3294,losangeles,2.0
3295,lostandfound,2.0
3296,losttiger,2.0
3297,louisiana,2.0
3298,lte,2.0
3299,lucy,2.0
3300,lumpur,2.0
3301,lund,2.0
3302,lung,2.0
3303,lush,2.0
3304,luv,2.0
3305,lv,2.0
3306,mach,2.0
3307,mainliner,2.0
3308,making,2.0
3309,maliacohen,2.0
3310,manifest,2.0
3311,manual,2.0
3312,manure,2.0
3313,maple,2.0
3314,marching,2.0
3315,margarita,2.0
3316,marketingcloud,2.0
3317,marketo,2.0
3318,markup,2.0
3319,marmelade,2.0
3320,marvel,2.0
3321,marvelous,2.0
3322,mask,2.0
3323,mateo,2.0
3324,matthew,2.0
3325,maximum,2.0
3326,maytheforcebewithyou,2.0
3327,mci,2.0
3328,md,2.0
3329,mdm,2.0
3330,measurement,2.0
3331,meatball,2.0
3332,mechanic,2.0
3333,mechanicals,2.0
3334,medication,2.0
3335,megancunningham,2.0
3336,megaphone,2.0
3337,megyn,2.0
3338,meh,2.0
3339,mehta,2.0
3340,memorable,2.0
3341,menu,2.0
3342,mere,2.0
3343,merit,2.0
3344,merrier,2.0
3345,merrychristmas,2.0
3346,meter,2.0
3347,miamifac,2.0
3348,midwest,2.0
3349,mighty,2.0
3350,mikepencevp,2.0
3351,milbrae,2.0
3352,minogue,2.0
3353,minty,2.0
3354,mismanage,2.0
3355,mixed,2.0
3356,mixup,2.0
3357,mk,2.0
3358,mlcrisis,2.0
3359,mmflint,2.0
3360,mo,2.0
3361,monopoly,2.0
3362,monorail,2.0
3363,monroe,2.0
3364,montréal,2.0
3365,morozov,2.0
3366,moscow,2.0
3367,motion,2.0
3368,moveon,2.0
3369,moving,2.0
3370,muchmore,2.0
3371,muffin,2.0
3372,muggsybogues,2.0
3373,municipal,2.0
3374,murder,2.0
3375,mvp,2.0
3376,mxflorin,2.0
3377,mystarbucksidea,2.0
3378,mysterious,2.0
3379,mystery,2.0
3380,nach,2.0
3381,nail,2.0
3382,nancy,2.0
3383,narcolepsy,2.0
3384,nasa,2.0
3385,nathan,2.0
3386,nationalaviationday,2.0
3387,naturallanguage,2.0
3388,navigate,2.0
3389,nbcbayweather,2.0
3390,nbcbayweatherhttps,2.0
3391,nearmiss,2.0
3392,necessary,2.0
3393,neil,2.0
3394,networking,2.0
3395,neumayr,2.0
3396,neveragainisnow,2.0
3397,neworleans,2.0
3398,newsstand,2.0
3399,niece,2.0
3400,nintendo,2.0
3401,nippon,2.0
3402,nodejs,2.0
3403,nofilter,2.0
3404,nominate,2.0
3405,nomore,2.0
3406,nomuslimbanhttps,2.0
3407,noodle,2.0
3408,northbayfires,2.0
3409,northcamp,2.0
3410,northcarolina,2.0
3411,notch,2.0
3412,novel,2.0
3413,nr,2.0
3414,nrt,2.0
3415,nuts,2.0
3416,nw,2.0
3417,nyt,2.0
3418,nzqn,2.0
3419,oatmeal,2.0
3420,object,2.0
3421,obligation,2.0
3422,obtain,2.0
3423,obvious,2.0
3424,offload,2.0
3425,offset,2.0
3426,offsite,2.0
3427,ogg,2.0
3428,ohh,2.0
3429,ohhhh,2.0
3430,olive,2.0
3431,ooooh,2.0
3432,opening,2.0
3433,operating,2.0
3434,opponent,2.0
3435,oregon,2.0
3436,orgs,2.0
3437,originally,2.0
3438,osaka,2.0
3439,ottawa,2.0
3440,otw,2.0
3441,outdated,2.0
3442,outfit,2.0
3443,overcome,2.0
3444,oversee,2.0
3445,owe,2.0
3446,owl,2.0
3447,paaaengers,2.0
3448,painfully,2.0
3449,pair,2.0
3450,palo,2.0
3451,papa,2.0
3452,paperclip,2.0
3453,paradise,2.0
3454,paranoid,2.0
3455,parksinfocus,2.0
3456,parsonscorp,2.0
3457,passive,2.0
3458,password,2.0
3459,patch,2.0
3460,patharveynews,2.0
3461,patiently,2.0
3462,patriot,2.0
3463,patronize,2.0
3464,peanut,2.0
3465,peasant,2.0
3466,pee,2.0
3467,peephole,2.0
3468,penalty,2.0
3469,perf,2.0
3470,periscope,2.0
3471,periscopetv,2.0
3472,permission,2.0
3473,perpetual,2.0
3474,perth,2.0
3475,petercorless,2.0
3476,peterklemp,2.0
3477,peyton,2.0
3478,ph,2.0
3479,phew,2.0
3480,phil,2.0
3481,philzcoffee,2.0
3482,photokayne,2.0
3483,physically,2.0
3484,pi,2.0
3485,picademy,2.0
3486,pictureboston,2.0
3487,pictured,2.0
3488,pilar,2.0
3489,pillar,2.0
3490,pilotkatebees,2.0
3491,pinksocks,2.0
3492,piseth,2.0
3493,pissed,2.0
3494,pix,2.0
3495,planned,2.0
3496,plant,2.0
3497,played,2.0
3498,playin,2.0
3499,playlist,2.0
3500,plead,2.0
3501,podium,2.0
3502,poisoning,2.0
3503,political,2.0
3504,politician,2.0
3505,pollution,2.0
3506,pony,2.0
3507,pooskafay,2.0
3508,pope,2.0
3509,poppins,2.0
3510,poppy,2.0
3511,population,2.0
3512,port,2.0
3513,portlandia,2.0
3514,portrait,2.0
3515,postmates,2.0
3516,postpone,2.0
3517,pot,2.0
3518,potd,2.0
3519,pothole,2.0
3520,potter,2.0
3521,potustudies,2.0
3522,praise,2.0
3523,precious,2.0
3524,precision,2.0
3525,predict,2.0
3526,prediction,2.0
3527,preferredparking,2.0
3528,preflight,2.0
3529,pregnant,2.0
3530,prem,2.0
3531,prepay,2.0
3532,prepped,2.0
3533,prepping,2.0
3534,previously,2.0
3535,printer,2.0
3536,prison,2.0
3537,prisoner,2.0
3538,proactive,2.0
3539,probable,2.0
3540,progressive,2.0
3541,prohibit,2.0
3542,projectfi,2.0
3543,projectopenhand,2.0
3544,protestmuslimban,2.0
3545,protestor,2.0
3546,pst,2.0
3547,ptsd,2.0
3548,publicart,2.0
3549,publicity,2.0
3550,punch,2.0
3551,purple,2.0
3552,purse,2.0
3553,pvg,2.0
3554,qantasusa,2.0
3555,qatar,2.0
3556,qualify,2.0
3557,quarter,2.0
3558,queer,2.0
3559,query,2.0
3560,rack,2.0
3561,racket,2.0
3562,radar,2.0
3563,rail,2.0
3564,raindrop,2.0
3565,randy,2.0
3566,randygarutti,2.0
3567,ranking,2.0
3568,rant,2.0
3569,rationale,2.0
3570,reboot,2.0
3571,receives,2.0
3572,reclaim,2.0
3573,recognise,2.0
3574,recommended,2.0
3575,reconstruct,2.0
3576,recruit,2.0
3577,redesign,2.0
3578,redevelop,2.0
3579,reduced,2.0
3580,reference,2.0
3581,refuge,2.0
3582,refugeeban,2.0
3583,reg,2.0
3584,regardless,2.0
3585,regency,2.0
3586,regram,2.0
3587,regulation,2.0
3588,rehabilitate,2.0
3589,rehabilitation,2.0
3590,reinforcement,2.0
3591,reinvent,2.0
3592,reject,2.0
3593,relatively,2.0
3594,reliability,2.0
3595,relies,2.0
3596,relocate,2.0
3597,remarkable,2.0
3598,remix,2.0
3599,removal,2.0
3600,renew,2.0
3601,repannaeshoo,2.0
3602,repeatedly,2.0
3603,resemble,2.0
3604,residency,2.0
3605,resilientbay,2.0
3606,resistfascism,2.0
3607,resisting,2.0
3608,respite,2.0
3609,restrictive,2.0
3610,resume,2.0
3611,reuters,2.0
3612,reverse,2.0
3613,revive,2.0
3614,rice,2.0
3615,rick,2.0
3616,ridden,2.0
3617,ridiculously,2.0
3618,rig,2.0
3619,ritchie,2.0
3620,ritual,2.0
3621,rival,2.0
3622,rjncpd,2.0
3623,roadwarrior,2.0
3624,rockin,2.0
3625,rocky,2.0
3626,roller,2.0
3627,rollout,2.0
3628,roman,2.0
3629,rome,2.0
3630,ronstadtgen,2.0
3631,roseann,2.0
3632,rotisserie,2.0
3633,roundtrip,2.0
3634,rsac,2.0
3635,rulli,2.0
3636,rumour,2.0
3637,runaround,2.0
3638,running,2.0
3639,russell,2.0
3640,sac,2.0
3641,saf,2.0
3642,saint,2.0
3643,sake,2.0
3644,salisafa,2.0
3645,sally,2.0
3646,sanbruno,2.0
3647,sanctuarycity,2.0
3648,sanfranciscohttps,2.0
3649,sanjose,2.0
3650,santiago,2.0
3651,sap,2.0
3652,sapphire,2.0
3653,sapphirereserve,2.0
3654,sarahkunst,2.0
3655,sarcasm,2.0
3656,sas,2.0
3657,satisfaction,2.0
3658,satisfy,2.0
3659,sauce,2.0
3660,sav,2.0
3661,saver,2.0
3662,savor,2.0
3663,scar,2.0
3664,scarf,2.0
3665,scheduler,2.0
3666,schipol,2.0
3667,scoop,2.0
3668,scooter,2.0
3669,scotus,2.0
3670,sdcc,2.0
3671,seamless,2.0
3672,secretflying,2.0
3673,secretservice,2.0
3674,seed,2.0
3675,seescandies,2.0
3676,selects,2.0
3677,semiconwest,2.0
3678,senator,2.0
3679,sends,2.0
3680,sentence,2.0
3681,serial,2.0
3682,servicedog,2.0
3683,serving,2.0
3684,severe,2.0
3685,sfbartalert,2.0
3686,sfchronicle,2.0
3687,sfhumanrights,2.0
3688,sfohowlidays,2.0
3689,sfojobs,2.0
3690,sfosucks,2.0
3691,sfpdhttps,2.0
3692,shaken,2.0
3693,shape,2.0
3694,sheesh,2.0
3695,shelf,2.0
3696,shithole,2.0
3697,shocked,2.0
3698,shocker,2.0
3699,shooting,2.0
3700,shoulda,2.0
3701,shoulder,2.0
3702,shred,2.0
3703,shutdownsfo,2.0
3704,sidewalk,2.0
3705,signed,2.0
3706,significantly,2.0
3707,signing,2.0
3708,silence,2.0
3709,silver,2.0
3710,silvercar,2.0
3711,silverlining,2.0
3712,sim,2.0
3713,simulated,2.0
3714,simulator,2.0
3715,simultaneous,2.0
3716,sin,2.0
3717,sincerely,2.0
3718,singh,2.0
3719,sink,2.0
3720,sitting,2.0
3721,skeptic,2.0
3722,skirt,2.0
3723,skyline,2.0
3724,skymiles,2.0
3725,skyteam,2.0
3726,skywest,2.0
3727,sleek,2.0
3728,slideshow,2.0
3729,slo,2.0
3730,slogan,2.0
3731,slslettieri,2.0
3732,slumber,2.0
3733,smallbusiness,2.0
3734,smash,2.0
3735,smcountybtwd,2.0
3736,smcsheriff,2.0
3737,smoker,2.0
3738,smokey,2.0
3739,smoking,2.0
3740,smoky,2.0
3741,snapchat,2.0
3742,sneeze,2.0
3743,snuggle,2.0
3744,soccer,2.0
3745,socialhood,2.0
3746,socialinfo,2.0
3747,socially,2.0
3748,society,2.0
3749,soggy,2.0
3750,solely,2.0
3751,soma,2.0
3752,somethings,2.0
3753,somewhat,2.0
3754,sooo,2.0
3755,sophia,2.0
3756,sorta,2.0
3757,sourdough,2.0
3758,southboundbrews,2.0
3759,souvenir,2.0
3760,souvenirsunday,2.0
3761,spacex,2.0
3762,spain,2.0
3763,spam,2.0
3764,sparksummit,2.0
3765,speciality,2.0
3766,specify,2.0
3767,spectacular,2.0
3768,spill,2.0
3769,spin,2.0
3770,spinner,2.0
3771,spokesman,2.0
3772,spooky,2.0
3773,spookysfo,2.0
3774,spotlight,2.0
3775,spox,2.0
3776,spray,2.0
3777,spudhilton,2.0
3778,squadgoals,2.0
3779,squawk,2.0
3780,squeak,2.0
3781,ssf,2.0
3782,ssp,2.0
3783,staffed,2.0
3784,staffing,2.0
3785,stage,2.0
3786,stake,2.0
3787,stan,2.0
3788,standstrong,2.0
3789,stat,2.0
3790,steel,2.0
3791,steep,2.0
3792,steph,2.0
3793,stephen,2.0
3794,stevesoboroff,2.0
3795,stew,2.0
3796,stir,2.0
3797,stockholm,2.0
3798,stoked,2.0
3799,stookieduck,2.0
3800,stormy,2.0
3801,strangely,2.0
3802,stranger,2.0
3803,streak,2.0
3804,strength,2.0
3805,stripe,2.0
3806,strive,2.0
3807,strongly,2.0
3808,stuckattheairport,2.0
3809,stuckontarmac,2.0
3810,studio,2.0
3811,stuffy,2.0
3812,stunt,2.0
3813,stupidity,2.0
3814,sucker,2.0
3815,sugar,2.0
3816,sumpin,2.0
3817,sundaymorning,2.0
3818,sunglass,2.0
3819,superdupersf,2.0
3820,superior,2.0
3821,supershuttle,2.0
3822,supposedly,2.0
3823,supremacy,2.0
3824,surface,2.0
3825,surgery,2.0
3826,surprising,2.0
3827,surprisingly,2.0
3828,surreal,2.0
3829,surround,2.0
3830,susan,2.0
3831,suspension,2.0
3832,suzanne,2.0
3833,suzie,2.0
3834,svc,2.0
3835,swab,2.0
3836,swap,2.0
3837,swarm,2.0
3838,sweater,2.0
3839,sweatpants,2.0
3840,swissport,2.0
3841,syrian,2.0
3842,tablet,2.0
3843,taco,2.0
3844,tagalog,2.0
3845,tailwind,2.0
3846,tap,2.0
3847,tara,2.0
3848,tartine,2.0
3849,tastecamp,2.0
3850,tasty,2.0
3851,tatianawebb,2.0
3852,taxicab,2.0
3853,taxis,2.0
3854,tbit,2.0
3855,tcdisrupt,2.0
3856,tcx,2.0
3857,teacher,2.0
3858,teamsfo,2.0
3859,teary,2.0
3860,tempeh,2.0
3861,temper,2.0
3862,temporarily,2.0
3863,tenderloin,2.0
3864,termnl,2.0
3865,terribly,2.0
3866,territory,2.0
3867,tesla,2.0
3868,tfgreenairport,2.0
3869,thankyou,2.0
3870,theceomovie,2.0
3871,thejointstaff,2.0
3872,therapyanimals,2.0
3873,therayhighway,2.0
3874,therbhs,2.0
3875,theres,2.0
3876,thetileapp,2.0
3877,theweathernetus,2.0
3878,thewharfsf,2.0
3879,thirsty,2.0
3880,thorough,2.0
3881,threaten,2.0
3882,threetwins,2.0
3883,throng,2.0
3884,thunderous,2.0
3885,tictec,2.0
3886,tiffany,2.0
3887,timeline,2.0
3888,timetokill,2.0
3889,title,2.0
3890,tks,2.0
3891,tmobile,2.0
3892,tn,2.0
3893,tnc,2.0
3894,tock,2.0
3895,tok,2.0
3896,told,2.0
3897,toledo,2.0
3898,tolerance,2.0
3899,toll,2.0
3900,tome,2.0
